VARS b 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
FORMAT  %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

  0.1232  0.9816  0.9404 -0.7161 -0.7835 -0.5825 -0.6968 -0.3734  0.5407  0.6253 -0.7571 -0.5088 -0.7638  0.5325  1.1003  0.4005 -0.5724  1.1516  0.8368 -0.8207  0.5404  0.7885 -0.8170 -0.3381  0.5388 -1.1662  0.8595 -0.7050  0.5107  0.8735  0.0474
 -0.9255  0.6883 -1.1460 -0.8955  0.6742 -0.7459 -1.0114 -0.4259  0.5589 -0.1115 -0.8284  0.5123 -0.8717  0.5424 -0.6280 -0.5999 -0.8259  0.3477  0.1850  0.6900  0.8545  0.4897  0.8902 -0.3743  0.5111  0.6969 -0.6143  0.1036 -0.4783  0.5626 -0.3212
  0.1416  0.8703  1.1631 -0.7865 -0.6915 -0.4008 -0.7007 -0.5784  0.4646  0.6020 -0.7171 -0.2596 -0.7720  0.4585  0.9548  0.3851 -0.7936  1.0308  0.8441 -0.8371  0.5164  0.9402 -0.9118 -0.5057  0.4305 -1.0858  0.8541 -0.6703  0.3487  0.8573  0.0435
