VARS b 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
FORMAT  %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

  0.1719  0.8629  0.9235 -0.6472 -0.7994 -0.1741 -0.9339 -0.0962  0.5943  0.0942 -0.7053 -0.0789 -0.7881  0.8119  1.0541  0.5129 -0.4526  0.7371  0.8559 -0.8906  0.9981  0.4997 -0.6262 -0.3724  0.8089 -0.8593  0.8780 -1.2294  0.8576  0.5254  0.1837
 -0.8913  0.8361 -0.7674 -1.1388  0.6665 -1.1616 -0.7225 -0.5187  0.5673 -0.6369 -0.7955  0.5797 -0.8982  0.2358 -0.6196 -0.3365 -0.3173  0.6185  0.5189  0.6606  0.8400  0.1968  0.6436 -0.8943  0.3324  0.7492 -0.9080  0.1510 -0.6273  0.7012 -0.3761
  0.9540  0.1264 -0.1985  1.7359 -2.3816 -0.0102 -0.3428 -0.1276  0.1460  2.5122 -0.1122 -0.7462 -0.4441  0.1228  0.1246 -0.1222 -1.0956  0.5193 -1.5366 -0.1912  0.4938  0.6506 -0.6286 -0.2485  0.0727  0.7918 -1.4490 -0.5265  0.3195 -0.2928  0.1350
