# smoothed 5-degree surfaces from Chad Rienstra
#
#
  -1.8000000e+02   0.0000000e+00   1.2267412e+02  1.4443012e+02	 1.5258538e+02
  -1.8000000e+02   5.0000000e+00   1.2245006e+02  1.4478823e+02	 1.5300172e+02
  -1.8000000e+02   1.0000000e+01   1.2224316e+02  1.4499370e+02	 1.5343510e+02
  -1.8000000e+02   1.5000000e+01   1.2206729e+02  1.4506386e+02	 1.5387589e+02
  -1.8000000e+02   2.0000000e+01   1.2193605e+02  1.4501583e+02	 1.5431035e+02
  -1.8000000e+02   2.5000000e+01   1.2186027e+02  1.4486413e+02	 1.5472433e+02
  -1.8000000e+02   3.0000000e+01   1.2184786e+02  1.4462074e+02	 1.5510448e+02
  -1.8000000e+02   3.5000000e+01   1.2190442e+02  1.4429586e+02	 1.5543867e+02
  -1.8000000e+02   4.0000000e+01   1.2203356e+02  1.4389868e+02	 1.5571619e+02
  -1.8000000e+02   4.5000000e+01   1.2223684e+02  1.4343817e+02	 1.5592794e+02
  -1.8000000e+02   5.0000000e+01   1.2251317e+02  1.4292393e+02	 1.5606645e+02
  -1.8000000e+02   5.5000000e+01   1.2285765e+02  1.4236738e+02	 1.5612507e+02
  -1.8000000e+02   6.0000000e+01   1.2325955e+02  1.4178394e+02	 1.5609487e+02
  -1.8000000e+02   6.5000000e+01   1.2370004e+02  1.4119590e+02	 1.5595876e+02
  -1.8000000e+02   7.0000000e+01   1.2415214e+02  1.4063362e+02	 1.5568911e+02
  -1.8000000e+02   7.5000000e+01   1.2458629e+02  1.4013127e+02	 1.5525637e+02
  -1.8000000e+02   8.0000000e+01   1.2498179e+02  1.3971789e+02	 1.5464473e+02
  -1.8000000e+02   8.5000000e+01   1.2533423e+02  1.3941128e+02	 1.5386183e+02
  -1.8000000e+02   9.0000000e+01   1.2565022e+02  1.3921980e+02	 1.5293538e+02
  -1.8000000e+02   9.5000000e+01   1.2593673e+02  1.3914481e+02	 1.5190686e+02
  -1.8000000e+02   1.0000000e+02   1.2619529e+02  1.3918076e+02	 1.5082905e+02
  -1.8000000e+02   1.0500000e+02   1.2642238e+02  1.3931673e+02	 1.4976366e+02
  -1.8000000e+02   1.1000000e+02   1.2661111e+02  1.3953776e+02	 1.4877700e+02
  -1.8000000e+02   1.1500000e+02   1.2675216e+02  1.3982526e+02	 1.4793668e+02
  -1.8000000e+02   1.2000000e+02   1.2683527e+02  1.4015886e+02	 1.4730790e+02
  -1.8000000e+02   1.2500000e+02   1.2685116e+02  1.4052005e+02	 1.4694129e+02
  -1.8000000e+02   1.3000000e+02   1.2679304e+02  1.4089490e+02	 1.4686191e+02
  -1.8000000e+02   1.3500000e+02   1.2665769e+02  1.4127479e+02	 1.4707112e+02
  -1.8000000e+02   1.4000000e+02   1.2644766e+02  1.4165712e+02	 1.4754328e+02
  -1.8000000e+02   1.4500000e+02   1.2617258e+02  1.4204631e+02	 1.4821950e+02
  -1.8000000e+02   1.5000000e+02   1.2584645e+02  1.4245135e+02	 1.4902121e+02
  -1.8000000e+02   1.5500000e+02   1.2548359e+02  1.4287868e+02	 1.4987038e+02
  -1.8000000e+02   1.6000000e+02   1.2509534e+02  1.4332672e+02	 1.5069841e+02
  -1.8000000e+02   1.6500000e+02   1.2468551e+02  1.4378628e+02	 1.5144660e+02
  -1.8000000e+02   1.7000000e+02   1.2424225e+02  1.4423863e+02	 1.5206796e+02
  -1.8000000e+02   1.7500000e+02   1.2373378e+02  1.4465314e+02	 1.5252914e+02
  -1.8000000e+02   1.8000000e+02   1.2311972e+02  1.4499502e+02	 1.5280770e+02
  -1.7500000e+02  -1.8000000e+02   1.1877425e+02  1.4779107e+02	 1.5200416e+02
  -1.7500000e+02  -1.7500000e+02   1.2017060e+02  1.4771339e+02	 1.5309364e+02
  -1.7500000e+02  -1.7000000e+02   1.2146827e+02  1.4752300e+02	 1.5405248e+02
  -1.7500000e+02  -1.6500000e+02   1.2262403e+02  1.4721927e+02	 1.5487751e+02
  -1.7500000e+02  -1.6000000e+02   1.2361211e+02  1.4680519e+02	 1.5556739e+02
  -1.7500000e+02  -1.5500000e+02   1.2445413e+02  1.4628769e+02	 1.5612668e+02
  -1.7500000e+02  -1.5000000e+02   1.2518917e+02  1.4567737e+02	 1.5656173e+02
  -1.7500000e+02  -1.4500000e+02   1.2584428e+02  1.4498755e+02	 1.5687715e+02
  -1.7500000e+02  -1.4000000e+02   1.2643321e+02  1.4423309e+02	 1.5707630e+02
  -1.7500000e+02  -1.3500000e+02   1.2696133e+02  1.4342957e+02	 1.5716234e+02
  -1.7500000e+02  -1.3000000e+02   1.2742916e+02  1.4259293e+02	 1.5713869e+02
  -1.7500000e+02  -1.2500000e+02   1.2783435e+02  1.4173937e+02	 1.5700917e+02
  -1.7500000e+02  -1.2000000e+02   1.2817261e+02  1.4088560e+02	 1.5677809e+02
  -1.7500000e+02  -1.1500000e+02   1.2843804e+02  1.4004923e+02	 1.5645043e+02
  -1.7500000e+02  -1.1000000e+02   1.2862279e+02  1.3924942e+02	 1.5603222e+02
  -1.7500000e+02  -1.0500000e+02   1.2871614e+02  1.3850804e+02	 1.5553148e+02
  -1.7500000e+02  -1.0000000e+02   1.2870256e+02  1.3785141e+02	 1.5495971e+02
  -1.7500000e+02  -9.5000000e+01   1.2855939e+02  1.3731235e+02	 1.5433419e+02
  -1.7500000e+02  -9.0000000e+01   1.2826109e+02  1.3692623e+02	 1.5367918e+02
  -1.7500000e+02  -8.5000000e+01   1.2780907e+02  1.3670420e+02	 1.5302014e+02
  -1.7500000e+02  -8.0000000e+01   1.2726164e+02  1.3660663e+02	 1.5237779e+02
  -1.7500000e+02  -7.5000000e+01   1.2670552e+02  1.3656941e+02	 1.5177562e+02
  -1.7500000e+02  -7.0000000e+01   1.2620977e+02  1.3654624e+02	 1.5124235e+02
  -1.7500000e+02  -6.5000000e+01   1.2580548e+02  1.3652858e+02	 1.5080804e+02
  -1.7500000e+02  -6.0000000e+01   1.2550523e+02  1.3652950e+02	 1.5050676e+02
  -1.7500000e+02  -5.5000000e+01   1.2530412e+02  1.3658112e+02	 1.5036187e+02
  -1.7500000e+02  -5.0000000e+01   1.2516349e+02  1.3674797e+02	 1.5036743e+02
  -1.7500000e+02  -4.5000000e+01   1.2503217e+02  1.3710951e+02	 1.5050731e+02
  -1.7500000e+02  -4.0000000e+01   1.2487182e+02  1.3771255e+02	 1.5076574e+02
  -1.7500000e+02  -3.5000000e+01   1.2466283e+02  1.3853876e+02	 1.5111940e+02
  -1.7500000e+02  -3.0000000e+01   1.2439828e+02  1.3953961e+02	 1.5154378e+02
  -1.7500000e+02  -2.5000000e+01   1.2408451e+02  1.4065283e+02	 1.5201289e+02
  -1.7500000e+02  -2.0000000e+01   1.2374610e+02  1.4178711e+02	 1.5249076e+02
  -1.7500000e+02  -1.5000000e+01   1.2341583e+02  1.4284354e+02	 1.5294050e+02
  -1.7500000e+02  -1.0000000e+01   1.2311499e+02  1.4375076e+02	 1.5334598e+02
  -1.7500000e+02  -5.0000000e+00   1.2283993e+02  1.4447957e+02	 1.5372580e+02
  -1.7500000e+02   0.0000000e+00   1.2257359e+02  1.4502194e+02	 1.5411563e+02
  -1.7500000e+02   5.0000000e+00   1.2230781e+02  1.4538070e+02	 1.5453992e+02
  -1.7500000e+02   1.0000000e+01   1.2205582e+02  1.4557551e+02	 1.5499680e+02
  -1.7500000e+02   1.5000000e+01   1.2183889e+02  1.4563179e+02	 1.5546973e+02
  -1.7500000e+02   2.0000000e+01   1.2167369e+02  1.4557006e+02	 1.5594065e+02
  -1.7500000e+02   2.5000000e+01   1.2157147e+02  1.4540537e+02	 1.5639313e+02
  -1.7500000e+02   3.0000000e+01   1.2153997e+02  1.4514916e+02	 1.5681240e+02
  -1.7500000e+02   3.5000000e+01   1.2158477e+02  1.4481071e+02	 1.5718529e+02
  -1.7500000e+02   4.0000000e+01   1.2170991e+02  1.4439807e+02	 1.5750029e+02
  -1.7500000e+02   4.5000000e+01   1.2191801e+02  1.4391884e+02	 1.5774778e+02
  -1.7500000e+02   5.0000000e+01   1.2220970e+02  1.4338086e+02	 1.5792066e+02
  -1.7500000e+02   5.5000000e+01   1.2258228e+02  1.4279318e+02	 1.5801480e+02
  -1.7500000e+02   6.0000000e+01   1.2302703e+02  1.4216827e+02	 1.5802658e+02
  -1.7500000e+02   6.5000000e+01   1.2352419e+02  1.4152783e+02	 1.5794042e+02
  -1.7500000e+02   7.0000000e+01   1.2403895e+02  1.4090815e+02	 1.5771693e+02
  -1.7500000e+02   7.5000000e+01   1.2452713e+02  1.4035511e+02	 1.5730700e+02
  -1.7500000e+02   8.0000000e+01   1.2495716e+02  1.3990679e+02	 1.5668209e+02
  -1.7500000e+02   8.5000000e+01   1.2533000e+02  1.3957974e+02	 1.5585373e+02
  -1.7500000e+02   9.0000000e+01   1.2566358e+02  1.3938060e+02	 1.5485715e+02
  -1.7500000e+02   9.5000000e+01   1.2597111e+02  1.3931189e+02	 1.5373745e+02
  -1.7500000e+02   1.0000000e+02   1.2625365e+02  1.3936614e+02	 1.5255211e+02
  -1.7500000e+02   1.0500000e+02   1.2650590e+02  1.3953059e+02	 1.5137043e+02
  -1.7500000e+02   1.1000000e+02   1.2671996e+02  1.3978968e+02	 1.5026580e+02
  -1.7500000e+02   1.1500000e+02   1.2688423e+02  1.4012180e+02	 1.4931181e+02
  -1.7500000e+02   1.2000000e+02   1.2698548e+02  1.4050149e+02	 1.4859047e+02
  -1.7500000e+02   1.2500000e+02   1.2701231e+02  1.4090590e+02	 1.4816913e+02
  -1.7500000e+02   1.3000000e+02   1.2695661e+02  1.4131940e+02	 1.4806993e+02
  -1.7500000e+02   1.3500000e+02   1.2681302e+02  1.4173154e+02	 1.4829866e+02
  -1.7500000e+02   1.4000000e+02   1.2658319e+02  1.4213774e+02	 1.4883849e+02
  -1.7500000e+02   1.4500000e+02   1.2628110e+02  1.4254443e+02	 1.4961229e+02
  -1.7500000e+02   1.5000000e+02   1.2592691e+02  1.4296842e+02	 1.5051644e+02
  -1.7500000e+02   1.5500000e+02   1.2554013e+02  1.4342295e+02	 1.5146108e+02
  -1.7500000e+02   1.6000000e+02   1.2513821e+02  1.4390492e+02	 1.5237530e+02
  -1.7500000e+02   1.6500000e+02   1.2473481e+02  1.4440709e+02	 1.5319618e+02
  -1.7500000e+02   1.7000000e+02   1.2432379e+02  1.4491386e+02	 1.5387231e+02
  -1.7500000e+02   1.7500000e+02   1.2386084e+02  1.4538423e+02	 1.5437349e+02
  -1.7500000e+02   1.8000000e+02   1.2327906e+02  1.4576868e+02	 1.5467647e+02
  -1.7000000e+02  -1.8000000e+02   1.1870179e+02  1.4841950e+02	 1.5373519e+02
  -1.7000000e+02  -1.7500000e+02   1.2010978e+02  1.4834215e+02	 1.5483340e+02
  -1.7000000e+02  -1.7000000e+02   1.2143691e+02  1.4814523e+02	 1.5580188e+02
  -1.7000000e+02  -1.6500000e+02   1.2261798e+02  1.4782620e+02	 1.5663553e+02
  -1.7000000e+02  -1.6000000e+02   1.2359241e+02  1.4738751e+02	 1.5732854e+02
  -1.7000000e+02  -1.5500000e+02   1.2441627e+02  1.4683670e+02	 1.5789021e+02
  -1.7000000e+02  -1.5000000e+02   1.2515029e+02  1.4618628e+02	 1.5832909e+02
  -1.7000000e+02  -1.4500000e+02   1.2581971e+02  1.4545185e+02	 1.5864873e+02
  -1.7000000e+02  -1.4000000e+02   1.2643320e+02  1.4465007e+02	 1.5885159e+02
  -1.7000000e+02  -1.3500000e+02   1.2699206e+02  1.4379772e+02	 1.5894048e+02
  -1.7000000e+02  -1.3000000e+02   1.2749402e+02  1.4291147e+02	 1.5891882e+02
  -1.7000000e+02  -1.2500000e+02   1.2793491e+02  1.4200788e+02	 1.5879042e+02
  -1.7000000e+02  -1.2000000e+02   1.2830941e+02  1.4110371e+02	 1.5855936e+02
  -1.7000000e+02  -1.1500000e+02   1.2861123e+02  1.4021637e+02	 1.5822997e+02
  -1.7000000e+02  -1.1000000e+02   1.2883275e+02  1.3936463e+02	 1.5780706e+02
  -1.7000000e+02  -1.0500000e+02   1.2896405e+02  1.3856974e+02	 1.5729665e+02
  -1.7000000e+02  -1.0000000e+02   1.2899044e+02  1.3785768e+02	 1.5670754e+02
  -1.7000000e+02  -9.5000000e+01   1.2888639e+02  1.3726443e+02	 1.5605474e+02
  -1.7000000e+02  -9.0000000e+01   1.2860262e+02  1.3684715e+02	 1.5536622e+02
  -1.7000000e+02  -8.5000000e+01   1.2810720e+02  1.3664702e+02	 1.5467520e+02
  -1.7000000e+02  -8.0000000e+01   1.2749114e+02  1.3659474e+02	 1.5399432e+02
  -1.7000000e+02  -7.5000000e+01   1.2687858e+02  1.3659184e+02	 1.5334705e+02
  -1.7000000e+02  -7.0000000e+01   1.2636212e+02  1.3656990e+02	 1.5276971e+02
  -1.7000000e+02  -6.5000000e+01   1.2595043e+02  1.3653932e+02	 1.5228868e+02
  -1.7000000e+02  -6.0000000e+01   1.2565501e+02  1.3651614e+02	 1.5195047e+02
  -1.7000000e+02  -5.5000000e+01   1.2549044e+02  1.3651852e+02	 1.5180153e+02
  -1.7000000e+02  -5.0000000e+01   1.2539102e+02  1.3663157e+02	 1.5181257e+02
  -1.7000000e+02  -4.5000000e+01   1.2528282e+02  1.3697462e+02	 1.5195886e+02
  -1.7000000e+02  -4.0000000e+01   1.2512038e+02  1.3763252e+02	 1.5223514e+02
  -1.7000000e+02  -3.5000000e+01   1.2489037e+02  1.3854365e+02	 1.5260821e+02
  -1.7000000e+02  -3.0000000e+01   1.2458699e+02  1.3964174e+02	 1.5305309e+02
  -1.7000000e+02  -2.5000000e+01   1.2421176e+02  1.4088086e+02	 1.5355278e+02
  -1.7000000e+02  -2.0000000e+01   1.2380142e+02  1.4214129e+02	 1.5406063e+02
  -1.7000000e+02  -1.5000000e+01   1.2340574e+02  1.4329429e+02	 1.5452193e+02
  -1.7000000e+02  -1.0000000e+01   1.2306178e+02  1.4425112e+02	 1.5490582e+02
  -1.7000000e+02  -5.0000000e+00   1.2275533e+02  1.4500637e+02	 1.5525114e+02
  -1.7000000e+02   0.0000000e+00   1.2245389e+02  1.4556194e+02	 1.5561879e+02
  -1.7000000e+02   5.0000000e+00   1.2213673e+02  1.4591299e+02	 1.5605093e+02
  -1.7000000e+02   1.0000000e+01   1.2183278e+02  1.4609374e+02	 1.5653326e+02
  -1.7000000e+02   1.5000000e+01   1.2157319e+02  1.4613901e+02	 1.5703840e+02
  -1.7000000e+02   2.0000000e+01   1.2137461e+02  1.4606970e+02	 1.5754509e+02
  -1.7000000e+02   2.5000000e+01   1.2124680e+02  1.4589963e+02	 1.5803546e+02
  -1.7000000e+02   3.0000000e+01   1.2119638e+02  1.4563893e+02	 1.5849377e+02
  -1.7000000e+02   3.5000000e+01   1.2122843e+02  1.4529566e+02	 1.5890594e+02
  -1.7000000e+02   4.0000000e+01   1.2134723e+02  1.4487675e+02	 1.5925945e+02
  -1.7000000e+02   4.5000000e+01   1.2155647e+02  1.4438851e+02	 1.5954373e+02
  -1.7000000e+02   5.0000000e+01   1.2185879e+02  1.4383719e+02	 1.5975096e+02
  -1.7000000e+02   5.5000000e+01   1.2225457e+02  1.4322948e+02	 1.5987804e+02
  -1.7000000e+02   6.0000000e+01   1.2273945e+02  1.4257304e+02	 1.5993037e+02
  -1.7000000e+02   6.5000000e+01   1.2329662e+02  1.4188457e+02	 1.5990397e+02
  -1.7000000e+02   7.0000000e+01   1.2388438e+02  1.4120659e+02	 1.5974262e+02
  -1.7000000e+02   7.5000000e+01   1.2443807e+02  1.4060057e+02	 1.5937091e+02
  -1.7000000e+02   8.0000000e+01   1.2490159e+02  1.4012226e+02	 1.5873713e+02
  -1.7000000e+02   8.5000000e+01   1.2529199e+02  1.3977570e+02	 1.5787154e+02
  -1.7000000e+02   9.0000000e+01   1.2564324e+02  1.3956441e+02	 1.5682090e+02
  -1.7000000e+02   9.5000000e+01   1.2597571e+02  1.3949961e+02	 1.5562781e+02
  -1.7000000e+02   1.0000000e+02   1.2628442e+02  1.3956789e+02	 1.5435257e+02
  -1.7000000e+02   1.0500000e+02   1.2656168e+02  1.3975484e+02	 1.5307218e+02
  -1.7000000e+02   1.1000000e+02   1.2680126e+02  1.4004876e+02	 1.5186867e+02
  -1.7000000e+02   1.1500000e+02   1.2698843e+02  1.4042492e+02	 1.5080619e+02
  -1.7000000e+02   1.2000000e+02   1.2710601e+02  1.4085190e+02	 1.4998722e+02
  -1.7000000e+02   1.2500000e+02   1.2714018e+02  1.4130061e+02	 1.4951941e+02
  -1.7000000e+02   1.3000000e+02   1.2708373e+02  1.4175702e+02	 1.4938898e+02
  -1.7000000e+02   1.3500000e+02   1.2692846e+02  1.4220834e+02	 1.4960774e+02
  -1.7000000e+02   1.4000000e+02   1.2667058e+02  1.4264354e+02	 1.5020491e+02
  -1.7000000e+02   1.4500000e+02   1.2633229e+02  1.4306807e+02	 1.5106149e+02
  -1.7000000e+02   1.5000000e+02   1.2594065e+02  1.4350853e+02	 1.5204131e+02
  -1.7000000e+02   1.5500000e+02   1.2551837e+02  1.4399337e+02	 1.5304867e+02
  -1.7000000e+02   1.6000000e+02   1.2508509e+02  1.4450396e+02	 1.5402252e+02
  -1.7000000e+02   1.6500000e+02   1.2466849e+02  1.4503682e+02	 1.5489624e+02
  -1.7000000e+02   1.7000000e+02   1.2428318e+02  1.4559667e+02	 1.5560409e+02
  -1.7000000e+02   1.7500000e+02   1.2387002e+02  1.4612191e+02	 1.5613280e+02
  -1.7000000e+02   1.8000000e+02   1.2332640e+02  1.4654262e+02	 1.5645746e+02
  -1.6500000e+02  -1.8000000e+02   1.1846504e+02  1.4900139e+02	 1.5537703e+02
  -1.6500000e+02  -1.7500000e+02   1.1985590e+02  1.4892921e+02	 1.5648097e+02
  -1.6500000e+02  -1.7000000e+02   1.2118802e+02  1.4873072e+02	 1.5745600e+02
  -1.6500000e+02  -1.6500000e+02   1.2240000e+02  1.4840000e+02	 1.5830000e+02
  -1.6500000e+02  -1.6000000e+02   1.2335640e+02  1.4793850e+02	 1.5899746e+02
  -1.6500000e+02  -1.5500000e+02   1.2418771e+02  1.4735486e+02	 1.5956783e+02
  -1.6500000e+02  -1.5000000e+02   1.2495045e+02  1.4666513e+02	 1.6001707e+02
  -1.6500000e+02  -1.4500000e+02   1.2565967e+02  1.4588796e+02	 1.6034631e+02
  -1.6500000e+02  -1.4000000e+02   1.2631815e+02  1.4504201e+02	 1.6055746e+02
  -1.6500000e+02  -1.3500000e+02   1.2692371e+02  1.4414523e+02	 1.6065375e+02
  -1.6500000e+02  -1.3000000e+02   1.2747195e+02  1.4321489e+02	 1.6063927e+02
  -1.6500000e+02  -1.2500000e+02   1.2795741e+02  1.4226787e+02	 1.6051844e+02
  -1.6500000e+02  -1.2000000e+02   1.2837404e+02  1.4132098e+02	 1.6029561e+02
  -1.6500000e+02  -1.1500000e+02   1.2871533e+02  1.4039149e+02	 1.5997493e+02
  -1.6500000e+02  -1.1000000e+02   1.2897394e+02  1.3949787e+02	 1.5956047e+02
  -1.6500000e+02  -1.0500000e+02   1.2914089e+02  1.3866088e+02	 1.5905662e+02
  -1.6500000e+02  -1.0000000e+02   1.2920352e+02  1.3790545e+02	 1.5846929e+02
  -1.6500000e+02  -9.5000000e+01   1.2914040e+02  1.3726502e+02	 1.5780886e+02
  -1.6500000e+02  -9.0000000e+01   1.2890000e+02  1.3680000e+02	 1.5710000e+02
  -1.6500000e+02  -8.5000000e+01   1.2838056e+02  1.3661491e+02	 1.5639380e+02
  -1.6500000e+02  -8.0000000e+01   1.2773836e+02  1.3658205e+02	 1.5568473e+02
  -1.6500000e+02  -7.5000000e+01   1.2710000e+02  1.3660000e+02	 1.5500000e+02
  -1.6500000e+02  -7.0000000e+01   1.2660104e+02  1.3656146e+02	 1.5439432e+02
  -1.6500000e+02  -6.5000000e+01   1.2619753e+02  1.3652266e+02	 1.5387846e+02
  -1.6500000e+02  -6.0000000e+01   1.2590000e+02  1.3650000e+02	 1.5350000e+02
  -1.6500000e+02  -5.5000000e+01   1.2577472e+02  1.3647507e+02	 1.5335648e+02
  -1.6500000e+02  -5.0000000e+01   1.2570171e+02  1.3656613e+02	 1.5336525e+02
  -1.6500000e+02  -4.5000000e+01   1.2560000e+02  1.3690000e+02	 1.5350000e+02
  -1.6500000e+02  -4.0000000e+01   1.2541508e+02  1.3764230e+02	 1.5378381e+02
  -1.6500000e+02  -3.5000000e+01   1.2514833e+02  1.3863559e+02	 1.5415822e+02
  -1.6500000e+02  -3.0000000e+01   1.2480000e+02  1.3980000e+02	 1.5460000e+02
  -1.6500000e+02  -2.5000000e+01   1.2435648e+02  1.4113990e+02	 1.5511376e+02
  -1.6500000e+02  -2.0000000e+01   1.2387287e+02  1.4248288e+02	 1.5563353e+02
  -1.6500000e+02  -1.5000000e+01   1.2340000e+02  1.4370000e+02	 1.5610000e+02
  -1.6500000e+02  -1.0000000e+01   1.2300271e+02  1.4466824e+02	 1.5645036e+02
  -1.6500000e+02  -5.0000000e+00   1.2264545e+02  1.4543201e+02	 1.5676002e+02
  -1.6500000e+02   0.0000000e+00   1.2230000e+02  1.4600000e+02	 1.5710000e+02
  -1.6500000e+02   5.0000000e+00   1.2192042e+02  1.4634084e+02	 1.5754326e+02
  -1.6500000e+02   1.0000000e+01   1.2156748e+02  1.4651708e+02	 1.5804712e+02
  -1.6500000e+02   1.5000000e+01   1.2127132e+02  1.4656362e+02	 1.5857977e+02
  -1.6500000e+02   2.0000000e+01   1.2104473e+02  1.4649877e+02	 1.5911844e+02
  -1.6500000e+02   2.5000000e+01   1.2089513e+02  1.4633462e+02	 1.5964408e+02
  -1.6500000e+02   3.0000000e+01   1.2082786e+02  1.4608013e+02	 1.6014009e+02
  -1.6500000e+02   3.5000000e+01   1.2084741e+02  1.4574244e+02	 1.6059153e+02
  -1.6500000e+02   4.0000000e+01   1.2095817e+02  1.4532764e+02	 1.6098492e+02
  -1.6500000e+02   4.5000000e+01   1.2116473e+02  1.4484107e+02	 1.6130849e+02
  -1.6500000e+02   5.0000000e+01   1.2147186e+02  1.4428766e+02	 1.6155320e+02
  -1.6500000e+02   5.5000000e+01   1.2188350e+02  1.4367237e+02	 1.6171467e+02
  -1.6500000e+02   6.0000000e+01   1.2240000e+02  1.4300000e+02	 1.6180000e+02
  -1.6500000e+02   6.5000000e+01   1.2301165e+02  1.4227719e+02	 1.6183192e+02
  -1.6500000e+02   7.0000000e+01   1.2366948e+02  1.4155525e+02	 1.6172613e+02
  -1.6500000e+02   7.5000000e+01   1.2430000e+02  1.4090000e+02	 1.6140000e+02
  -1.6500000e+02   8.0000000e+01   1.2479952e+02  1.4040187e+02	 1.6075828e+02
  -1.6500000e+02   8.5000000e+01   1.2522176e+02  1.4003353e+02	 1.5987492e+02
  -1.6500000e+02   9.0000000e+01   1.2560000e+02  1.3980000e+02	 1.5880000e+02
  -1.6500000e+02   9.5000000e+01   1.2596556e+02  1.3973333e+02	 1.5756696e+02
  -1.6500000e+02   1.0000000e+02   1.2630072e+02  1.3980423e+02	 1.5624178e+02
  -1.6500000e+02   1.0500000e+02   1.2660000e+02  1.4000000e+02	 1.5490000e+02
  -1.6500000e+02   1.1000000e+02   1.2686339e+02  1.4031855e+02	 1.5364422e+02
  -1.6500000e+02   1.1500000e+02   1.2707027e+02  1.4072933e+02	 1.5250951e+02
  -1.6500000e+02   1.2000000e+02   1.2720000e+02  1.4120000e+02	 1.5160000e+02
  -1.6500000e+02   1.2500000e+02   1.2723422e+02  1.4169136e+02	 1.5111235e+02
  -1.6500000e+02   1.3000000e+02   1.2716970e+02  1.4219688e+02	 1.5094078e+02
  -1.6500000e+02   1.3500000e+02   1.2700000e+02  1.4270000e+02	 1.5110000e+02
  -1.6500000e+02   1.4000000e+02   1.2670812e+02  1.4317946e+02	 1.5172504e+02
  -1.6500000e+02   1.4500000e+02   1.2633204e+02  1.4363866e+02	 1.5260362e+02
  -1.6500000e+02   1.5000000e+02   1.2590000e+02  1.4410000e+02	 1.5360000e+02
  -1.6500000e+02   1.5500000e+02   1.2543730e+02  1.4462555e+02	 1.5461281e+02
