name alpha_beta_gamma

atom1 resid _RESID-1 and name O3'
atom2 resid _RESID and name P
atom3 resid _RESID and name O5'
atom4 resid _RESID and name C5'

atom1 resid _RESID and name P
atom2 resid _RESID and name O5'
atom3 resid _RESID and name C5'
atom4 resid _RESID and name C4'

atom1 resid _RESID and name O5'
atom2 resid _RESID and name C5'
atom3 resid _RESID and name C4'
atom4 resid _RESID and name C3'

info B-factor<60. 
info Number of data points: 9194
info Overall width for density estimation (deg.): 4.00
info Grid spacing for interpolation (deg.): 10.00

axis1 -180.000 -170.000 -160.000 -150.000 -140.000 -130.000 -120.000 -110.000 -100.000 -90.000 
axis1 -80.000 -70.000 -60.000 -50.000 -40.000 -30.000 -20.000 -10.000 0.000 10.000 
axis1 20.000 30.000 40.000 50.000 60.000 70.000 80.000 90.000 100.000 110.000 
axis1 120.000 130.000 140.000 150.000 160.000 170.000 180.000 

axis2 -180.000 -170.000 -160.000 -150.000 -140.000 -130.000 -120.000 -110.000 -100.000 -90.000 
axis2 -80.000 -70.000 -60.000 -50.000 -40.000 -30.000 -20.000 -10.000 0.000 10.000 
axis2 20.000 30.000 40.000 50.000 60.000 70.000 80.000 90.000 100.000 110.000 
axis2 120.000 130.000 140.000 150.000 160.000 170.000 180.000 

axis3 -180.000 -170.000 -160.000 -150.000 -140.000 -130.000 -120.000 -110.000 -100.000 -90.000 
axis3 -80.000 -70.000 -60.000 -50.000 -40.000 -30.000 -20.000 -10.000 0.000 10.000 
axis3 20.000 30.000 40.000 50.000 60.000 70.000 80.000 90.000 100.000 110.000 
axis3 120.000 130.000 140.000 150.000 160.000 170.000 180.000 

energy 15.984 16.666 17.500 18.296 18.981 19.565 20.072 20.467 20.687 20.738 
energy 20.697 20.642 20.611 20.604 20.585 20.471 20.166 19.655 19.010 18.298 
energy 17.546 16.772 16.095 15.765 15.945 16.547 17.304 18.001 18.533 18.755 
energy 18.553 18.037 17.388 16.715 16.107 15.778 15.764 16.575 17.469 18.282 
energy 18.974 19.555 20.049 20.421 20.621 20.665 20.634 20.597 20.588 20.604 
energy 20.607 20.509 20.213 19.710 19.081 18.399 17.702 17.031 16.484 16.223 
energy 16.357 16.825 17.447 18.064 18.546 18.719 18.457 17.872 17.151 16.402 
energy 15.738 15.441 16.002 16.798 17.621 18.369 19.018 19.574 20.041 20.378 
energy 20.547 20.579 20.552 20.530 20.540 20.580 20.611 20.542 20.272 19.795 
energy 19.198 18.563 17.936 17.367 16.936 16.739 16.830 17.175 17.669 18.190 
energy 18.604 18.728 18.434 17.817 17.068 16.329 15.749 15.586 16.465 17.134 
energy 17.841 18.508 19.105 19.625 20.055 20.348 20.481 20.496 20.470 20.458 
energy 20.484 20.545 20.603 20.570 20.341 19.902 19.347 18.769 18.219 17.740 
energy 17.392 17.233 17.294 17.552 17.938 18.360 18.699 18.789 18.503 17.904 
energy 17.180 16.522 16.092 16.055 16.956 17.488 18.089 18.684 19.230 19.710 
energy 20.096 20.342 20.438 20.435 20.407 20.401 20.439 20.517 20.601 20.605 
energy 20.421 20.027 19.517 18.992 18.510 18.110 17.827 17.695 17.731 17.920 
energy 18.215 18.550 18.826 18.899 18.658 18.138 17.497 16.936 16.615 16.625 
energy 17.471 17.880 18.380 18.902 19.396 19.831 20.170 20.368 20.429 20.410 
energy 20.379 20.378 20.424 20.515 20.619 20.658 20.521 20.173 19.704 19.222 
energy 18.790 18.444 18.205 18.091 18.109 18.247 18.477 18.748 18.980 19.052 
energy 18.873 18.469 17.960 17.505 17.241 17.235 18.001 18.310 18.718 19.166 
energy 19.603 19.991 20.281 20.433 20.462 20.429 20.396 20.398 20.450 20.552 
energy 20.673 20.742 20.650 20.348 19.917 19.467 19.068 18.753 18.538 18.433 
energy 18.438 18.546 18.735 18.964 19.164 19.240 19.120 18.826 18.450 18.103 
energy 17.883 17.848 18.529 18.765 19.096 19.473 19.854 20.192 20.432 20.541 
energy 20.543 20.498 20.463 20.467 20.526 20.635 20.771 20.868 20.819 20.563 
energy 20.168 19.745 19.368 19.071 18.868 18.766 18.764 18.852 19.012 19.209 
energy 19.383 19.459 19.385 19.177 18.904 18.645 18.470 18.426 19.048 19.232 
energy 19.500 19.818 20.146 20.434 20.626 20.695 20.674 20.620 20.583 20.590 
energy 20.653 20.770 20.920 21.042 21.035 20.826 20.468 20.070 19.711 19.426 
energy 19.231 19.129 19.119 19.190 19.325 19.489 19.635 19.706 19.665 19.523 
energy 19.328 19.139 19.007 18.971 19.553 19.703 19.925 20.196 20.477 20.717 
energy 20.862 20.897 20.857 20.796 20.759 20.769 20.836 20.960 21.121 21.267 
energy 21.302 21.143 20.824 20.452 20.108 19.834 19.643 19.539 19.519 19.572 
energy 19.678 19.807 19.922 19.982 19.963 19.872 19.739 19.606 19.513 19.490 
energy 20.051 20.179 20.370 20.603 20.842 21.037 21.142 21.147 21.092 21.027 
energy 20.991 21.004 21.076 21.206 21.378 21.547 21.622 21.516 21.239 20.894 
energy 20.567 20.301 20.112 20.003 19.970 19.998 20.070 20.161 20.242 20.289 
energy 20.286 20.234 20.150 20.063 20.002 19.993 20.553 20.668 20.835 21.037 
energy 21.239 21.394 21.464 21.447 21.382 21.315 21.281 21.297 21.374 21.510 
energy 21.693 21.882 21.997 21.944 21.714 21.399 21.087 20.828 20.639 20.521 
energy 20.468 20.467 20.500 20.551 20.600 20.634 20.642 20.621 20.577 20.527 
energy 20.493 20.497 21.073 21.176 21.322 21.496 21.664 21.785 21.828 21.796 
