VARS b 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
FORMAT  %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

  0.9829 -1.5054 -0.5702 -0.6482 -1.8621 -1.1192 -0.8484 -1.2936 -1.6018 -0.5841  1.8224  0.5952 -1.5458  0.6391 -0.4546  0.3304  1.0797 -0.6415 -0.8274  0.9150  0.3948
 -0.8477 -0.7249  0.0209 -0.8666  1.2056 -0.2919 -0.4483 -1.2746 -0.3397  1.9397  0.5839  0.7089  1.3151  0.8232 -0.1170 -0.6877  0.3052  1.9741 -0.2310 -1.3043 -0.9416
 -0.0702  0.0552 -0.8982 -0.3204  1.8605  0.0395  1.7478  0.0288  0.6444 -0.7715  0.8349  0.0586 -0.1980  0.2469  0.6816 -0.7183  0.3752  0.3851  2.1963  0.2084  0.5393
