"L","EGlob","CCLosed","ELocClosed","Copen","ELocOpen","Circuit_rank","Dia","Mean_path_length","Coverage","time","mean_deg","var_deg","avg_deg","mean_fragsize","var_fragsize","avg_fragsize","Maximalcliques","label"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.28888888888889,0.855555555555556,0.915555555555556,0.957777777777778,"NaN","NaN",23,2,1.16,0.765765765765766,"1x1 struct",46.7717996289425,32.6000710846355,46.7717996289425,22.9684601113173,10.5050351333038,22.9684601113173,4,0.330275229357798
1.23809523809524,0.880952380952381,0.889795918367347,0.944897959183674,0.838095238095238,0.917460317460318,10,2,1.06122448979592,0.486486486486487,"1x1 struct",31.9524824855315,24.0939514092716,31.9524824855315,25.4035942735303,6.95874763876632,25.4035942735303,3,0.458715596330275
1.7,0.716666666666667,0.866666666666667,0.933333333333333,"NaN","NaN",1,3,1.36,0.333333333333333,"1x1 struct",26.2295081967213,20.7018343143884,26.2295081967213,30.7728337236534,12.0211482297086,30.7728337236534,3,0.440366972477064
1.5,0.77020202020202,0.886556036556037,0.943278018278018,"NaN","NaN",26,3,1.375,0.621621621621622,"1x1 struct",57.6687116564417,46.2001592325617,57.6687116564417,22.2188139059305,10.6770206751202,22.2188139059305,5,0.403669724770642
1.19047619047619,0.904761904761905,0.907482993197279,0.95374149659864,0.866666666666667,0.933333333333333,11,2,1.02040816326531,0.486486486486487,"1x1 struct",39.4456289978678,21.9360744599226,39.4456289978678,27.170271093512,8.162772779713,27.170271093512,3,0.376146788990826
1.06060606060606,0.96969696969697,0.95959595959596,0.97979797979798,0.951515151515152,0.975757575757576,51,2,0.972222222222222,0.765765765765766,"1x1 struct",153.918877706618,82.7679927974973,153.918877706618,33.3638304361086,13.8531328899419,33.3638304361086,2,0.339449541284404
1.4,0.822222222222222,0.9,0.95,"NaN","NaN",5,3,1.16666666666667,0.36036036036036,"1x1 struct",29.887482419128,24.5229608838077,29.887482419128,25.5625879043601,10.5091388535008,25.5625879043601,3,0.532110091743119
1.19444444444444,0.902777777777778,0.888624338624339,0.944312169312169,0.851058201058201,0.925529100529101,21,2,1.06172839506173,0.531531531531532,"1x1 struct",62.8169014084507,35.6056783740138,62.8169014084507,25.508607198748,7.5809603842372,25.508607198748,5,0.422018348623853
1,1,1,1,1,1,55,1,0.916666666666667,0.89908256880734,"1x1 struct",862.134273772205,54.2174133097438,862.134273772205,84.1496865203762,7.11556413460435,84.1496865203762,1,0.252336448598131
1,1,1,1,1,1,15,1,0.857142857142857,0.779816513761468,"1x1 struct",456.807817589577,49.9522206965118,456.807817589577,83.9460214053048,7.84891093795451,83.9460214053048,1,0.345794392523364
1.3,0.85,0.94,0.97,"NaN","NaN",3,2,1.04,0.660550458715596,"1x1 struct",180.875273522976,99.5202859122456,180.875273522976,65.9737417943107,27.2659468470545,65.9737417943107,2,0.280373831775701
1,1,1,1,1,1,66,1,0.923076923076923,0.81651376146789,"1x1 struct",985.274917558382,76.1072422453989,985.274917558382,86.2507571168989,6.87813237275435,86.2507571168989,1,0.327102803738318
1,1,1,1,1,1,15,1,0.857142857142857,0.834862385321101,"1x1 struct",426.504201680672,51.1215826588364,426.504201680672,79.5126050420168,9.20857345153731,79.5126050420168,1,0.280373831775701
1,1,1,1,1,1,45,1,0.909090909090909,0.935779816513762,"1x1 struct",786.415406916546,107.959787516953,786.415406916546,86.2014219645199,11.6265436400279,86.2014219645199,1,0.261682242990654
1.75,0.722222222222222,0.862433862433862,0.931216931216931,"NaN","NaN",11,4,1.55555555555556,0.486238532110092,"1x1 struct",36.1616161616162,32.0093463738339,36.1616161616162,21.5824915824916,8.31958615095063,21.5824915824916,5,0.345794392523364
1.26666666666667,0.866666666666667,0.955555555555556,0.977777777777778,"NaN","NaN",6,2,1.05555555555556,0.89908256880734,"1x1 struct",260.144346431436,126.120609968119,260.144346431436,69.3531141406041,29.6760834624498,69.3531141406041,2,0.289719626168224
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.21818181818182,0.890909090909091,0.940495867768595,0.970247933884297,0.927272727272727,0.963636363636364,33,2,1.10743801652893,0.854166666666667,"1x1 struct",207.579208945952,107.577164158095,207.579208945952,41.1141022986126,26.4080651598079,41.1141022986126,2,0.373239436619718
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.21818181818182,0.890909090909091,0.940495867768595,0.970247933884297,0.927272727272727,0.963636363636364,33,2,1.10743801652893,0.854166666666667,"1x1 struct",220.04555808656,113.751838683409,220.04555808656,42.8743010975357,27.4658550608185,42.8743010975357,2,0.26056338028169
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,1,1,136,1,0.944444444444444,0.978102189781022,"1x1 struct",1195.30067702111,217.47149269138,1195.30067702111,80.515730784548,15.2003463533915,80.515730784548,1,0.096296296296296
1.33333333333333,0.833333333333333,0.912690781440781,0.956345390720391,0.898466117216117,0.949034645909646,65,2,1.25,0.963503649635037,"1x1 struct",220.149092480553,172.341259948058,220.149092480553,35.4040622299049,23.6741618103783,35.4040622299049,4,0.133333333333333
1.42857142857143,0.796703296703297,0.883493490636348,0.941746745318174,0.857606679035251,0.928009688723974,42,3,1.3265306122449,0.91970802919708,"1x1 struct",98.6920222634508,85.2537458799819,98.6920222634508,26.9109461966605,18.1285561076461,26.9109461966605,5,0.214814814814815
1,1,1,1,1,1,210,1,0.954545454545455,0.970802919708029,"1x1 struct",1377.67403767404,237.455233788301,1377.67403767404,74.8020748020748,11.3576934484371,74.8020748020748,1,0.096296296296296
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,1,1,210,1,0.954545454545455,0.978102189781022,"1x1 struct",1355.49581839904,217.747889607645,1355.49581839904,76.466275659824,14.4264744413631,76.466275659824,1,0.066666666666667
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.16666666666667,0.916666666666667,0.968531468531468,0.984265734265734,"NaN","NaN",53,2,1.07692307692308,0.963503649635037,"1x1 struct",431.260329602871,262.281068392888,431.260329602871,56.3583132643906,30.6217744009257,56.3583132643906,3,0.096296296296296
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.28104575163399,0.859477124183007,0.91222557399028,0.95611278699514,0.898266956355192,0.949065395388925,93,2,1.20987654320988,0.898648648648649,"1x1 struct",232.771572277745,117.136612205673,232.771572277745,35.0447449212881,15.9914695889552,35.0447449212881,5,0.184931506849315
1.86363636363636,0.685606060606061,0.850793650793651,0.925396825396826,0.784126984126984,0.892063492063492,20,4,1.70833333333333,0.702702702702703,"1x1 struct",82.1050642479214,65.3411517085958,82.1050642479214,26.3369236583522,14.4319543297799,26.3369236583522,5,0.328767123287671
1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.148648648648649,"1x1 struct",45.0431034482759,15.2454648136443,45.0431034482759,44.5043103448276,7.19861999315055,44.5043103448276,2,0.527397260273973
1.94505494505495,0.641941391941392,0.884920634920635,0.942460317460317,"NaN","NaN",22,4,1.80612244897959,0.858108108108108,"1x1 struct",61.9878183831672,40.3660035548374,61.9878183831672,21.6500553709856,10.6268636594917,21.6500553709856,5,0.410958904109589
1.83333333333333,0.700757575757576,0.875925925925926,0.937962962962963,0.818253968253968,0.909126984126984,22,4,1.68055555555556,0.702702702702703,"1x1 struct",86.0166288737717,65.7414609141885,86.0166288737717,26.6581632653061,14.1646057047965,26.6581632653061,4,0.301369863013699
1.08791208791209,0.956043956043956,0.949764521193093,0.974882260596546,0.941391941391942,0.970695970695971,70,2,1.01020408163265,0.925675675675676,"1x1 struct",416.489749615104,235.609693670199,416.489749615104,55.7612835264565,32.748510366143,55.7612835264565,2,0.136986301369863
1.67857142857143,0.696428571428572,0.7875,0.89375,0.529166666666667,0.529166666666667,5,3,1.46875,0.27027027027027,"1x1 struct",28.1903765690377,14.6147553378648,28.1903765690377,22.4372384937239,6.44206867746559,22.4372384937239,5,0.636986301369863
2.23809523809524,0.60984126984127,0.852857142857143,0.926428571428571,0.779206349206349,0.867751322751323,26,5,2.08888888888889,0.77027027027027,"1x1 struct",63.3568406205924,56.9401777203728,63.3568406205924,20.7005171603197,13.0692568411409,20.7005171603197,6,0.424657534246575
1.26666666666667,0.866666666666667,0.955555555555556,0.977777777777778,"NaN","NaN",6,2,1.05555555555556,0.957264957264957,"1x1 struct",308.219178082192,150.255968803255,308.219178082192,78.7430906032204,36.4758414707755,78.7430906032204,2,0.252173913043478
1,1,1,1,1,1,21,1,0.875,0.905982905982906,"1x1 struct",545.484994640943,109.072775725058,545.484994640943,87.41961414791,19.6288630623196,87.41961414791,1,0.304347826086957
1,1,1,1,1,1,3,1,0.75,0.401709401709402,"1x1 struct",25.5928853754941,16.7728240258646,25.5928853754941,36.2154150197628,10.2974036002244,36.2154150197628,1,0.547826086956522
1.3,0.85,0.94,0.97,"NaN","NaN",3,2,1.04,0.94017094017094,"1x1 struct",220.542986425339,123.037726102432,220.542986425339,75.3092006033183,39.578989201758,75.3092006033183,2,0.278260869565217
1,1,1,1,1,1,21,1,0.875,0.905982905982906,"1x1 struct",571.047695605573,91.5706778344859,571.047695605573,89.4225616291533,16.3251919186786,89.4225616291533,1,0.339130434782609
1,1,1,1,1,1,1,1,0.666666666666667,0.914529914529915,"1x1 struct",198.632218844985,0,198.632218844985,99.5440729483283,0.227963525835868,99.5440729483283,1,0.260869565217391
1.42857142857143,0.797619047619048,0.867857142857143,0.933928571428571,0.808333333333333,0.901388888888889,10,3,1.25,0.504273504273504,"1x1 struct",63.2420091324201,30.7463525170385,63.2420091324201,33.1240487062405,16.4167869049494,33.1240487062405,4,0.356521739130435
1,1,1,1,1,1,15,1,0.857142857142857,0.88034188034188,"1x1 struct",543.90022675737,28.8021777249041,543.90022675737,94.9092970521542,6.83176591162281,94.9092970521542,1,0.243478260869565
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.04444444444444,0.977777777777778,0.968888888888889,0.984444444444445,0.961111111111111,0.980555555555556,34,2,0.94,0.882978723404255,"1x1 struct",217.957610789981,122.703835894832,217.957610789981,48.5420680796403,26.265137453064,48.5420680796403,2,0.173913043478261
1,1,1,1,1,1,21,1,0.875,0.819148936170213,"1x1 struct",134.017671517672,65.0011502544462,134.017671517672,42.5025987525988,23.1583499825252,42.5025987525988,1,0.217391304347826
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.13333333333333,0.933333333333333,0.933333333333333,0.966666666666667,0.916666666666667,0.958333333333333,30,2,1.02,0.882978723404255,"1x1 struct",80.8753568030447,35.6908325729783,80.8753568030447,28.9819219790676,12.1655890081931,28.9819219790676,2,0.173913043478261
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,1,1,28,1,0.888888888888889,0.82089552238806,"1x1 struct",557.349896480331,97.4469405939072,557.349896480331,82.0335863814125,17.6241370403038,82.0335863814125,1,0.159090909090909
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,1,1,10,1,0.833333333333333,0.82089552238806,"1x1 struct",434.943396226415,18.9504008698821,434.943396226415,91.9874213836478,4.23056848928065,91.9874213836478,1,0.21969696969697
1,1,1,1,1,1,28,1,0.888888888888889,0.82089552238806,"1x1 struct",573.832528180354,88.0511198500568,573.832528180354,83.5001150218541,17.1009624098877,83.5001150218541,1,0.128787878787879
1.38095238095238,0.80952380952381,0.945578231292517,0.972789115646259,0.923809523809524,0.923809523809524,7,2,1.18367346938776,0.888059701492537,"1x1 struct",259.713090257023,171.102598651734,259.713090257023,67.3042438732815,40.7502810468719,67.3042438732815,2,0.159090909090909
1,1,1,1,1,1,15,1,0.857142857142857,0.82089552238806,"1x1 struct",458.566037735849,55.4358160591856,458.566037735849,86.1239892183288,13.4264291345449,86.1239892183288,1,0.166666666666667
1,1,1,1,1,1,3,1,0.75,0.82089552238806,"1x1 struct",276.150943396226,5.80723535233452,276.150943396226,95.2264150943396,4.72140672892526,95.2264150943396,1,0.242424242424242
1.43137254901961,0.799564270152506,0.87517413595845,0.937587067979225,0.851747018413685,0.925333385750052,77,3,1.35185185185185,0.844155844155844,"1x1 struct",88.7044414932861,55.9588400282849,88.7044414932861,22.0193300870592,9.96685291552844,22.0193300870592,7,0.296052631578947
1.74358974358974,0.698717948717949,0.861050061050061,0.930525030525031,"NaN","NaN",24,4,1.6094674556213,0.668831168831169,"1x1 struct",72.5777312921936,57.3697829535374,72.5777312921936,24.8407340496339,14.1053895963518,24.8407340496339,6,0.414473684210526
2.42857142857143,0.564880952380952,0.833333333333333,0.916666666666667,"NaN","NaN",2,5,2.125,0.428571428571429,"1x1 struct",22.0988538681948,18.4331205654271,22.0988538681948,21.7585959885387,12.7366665224558,21.7585959885387,5,0.552631578947369
1.62222222222222,0.733333333333333,0.832619047619048,0.916309523809524,0.690476190476191,0.717619047619048,14,3,1.46,0.474025974025974,"1x1 struct",42.0843672456576,27.270196756177,42.0843672456576,20.545905707196,7.38886728303013,20.545905707196,5,0.467105263157895
1.8030303030303,0.681818181818182,0.853174603174603,0.926587301587302,"NaN","NaN",18,4,1.65277777777778,0.694805194805195,"1x1 struct",61.9984108065157,51.1964033619451,61.9984108065157,23.9670242352006,13.9782148657125,23.9670242352006,6,0.361842105263158
1.36842105263158,0.821637426900585,0.872213012305891,0.936106506152946,0.852079447899881,0.92587263957233,93,3,1.29639889196676,0.863636363636364,"1x1 struct",97.6585695006748,55.8927201757856,97.6585695006748,22.5472334682861,9.19155771498964,22.5472334682861,7,0.348684210526316
2.23636363636364,0.566666666666667,0.866666666666667,0.933333333333333,"NaN","NaN",6,4,2.03305785123967,0.590909090909091,"1x1 struct",15.3817046637026,6.19785925291027,15.3817046637026,15.9303755557658,4.50764644158601,15.9303755557658,6,0.55921052631579
2.61029411764706,0.552573529411765,0.862231559290383,0.931115779645192,"NaN","NaN",28,6,2.45674740484429,0.733766233766234,"1x1 struct",50.6685565792582,47.5763475146685,50.6685565792582,17.9399952752185,12.0899190828692,17.9399952752185,8,0.401315789473684
1.58823529411765,0.725490196078432,0.881124267888974,0.940562133944487,0.855156608097785,0.925897631779985,48,3,1.49480968858132,0.92156862745098,"1x1 struct",88.6044794486833,47.1537186696381,88.6044794486833,23.5195668225449,9.36217458763892,23.5195668225449,5,0.33
1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.323529411764706,"1x1 struct",22.4545454545455,10.0615187610825,22.4545454545455,36,12.4497889612259,36,2,0.51
1.33333333333333,0.833333333333333,0.888888888888889,0.944444444444445,"NaN","NaN",0,2,0.888888888888889,0.137254901960784,"1x1 struct",46.1873638344227,22.8789291378215,46.1873638344227,56.4270152505447,11.1367127835573,56.4270152505447,2,0.55
1.63736263736264,0.717948717948718,0.889198103483818,0.944599051741909,0.858194186765615,0.925633889919604,30,3,1.52040816326531,0.627450980392157,"1x1 struct",83.6156111929308,36.8794342685496,83.6156111929308,26.7120765832106,9.46433732047559,26.7120765832106,4,0.36
1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.323529411764706,"1x1 struct",22.4545454545455,10.0615187610825,22.4545454545455,36,12.4497889612259,36,2,0.61
1.50980392156863,0.777777777777778,0.874303474303474,0.937151737151737,0.851881451881452,0.925940725940726,73,3,1.42592592592593,0.970588235294118,"1x1 struct",131.684644391827,85.0461848752978,131.684644391827,26.6070332368675,13.6869331512439,26.6070332368675,4,0.49
1,1,1,1,"NaN","NaN",0,1,0.5,0.068627450980392,"1x1 struct",90.2439024390244,0,90.2439024390244,95.1219512195122,6.89860274328339,95.1219512195122,1,0.57
1.78571428571429,0.693452380952381,0.891666666666667,0.945833333333333,"NaN","NaN",6,4,1.5625,0.431372549019608,"1x1 struct",77.8046421663443,62.0110443280265,77.8046421663443,31.8907156673114,15.8342392875386,31.8907156673114,4,0.56
1,1,1,1,1,1,45,1,0.909090909090909,0.507246376811594,"1x1 struct",668.171495423577,58.9197326578375,668.171495423577,76.7393847636088,8.96362875524455,76.7393847636088,1,0.458536585365854
1.01282051282051,0.993589743589744,0.989151873767258,0.994575936883629,0.987179487179487,0.993589743589744,65,2,0.93491124260355,0.454106280193237,"1x1 struct",548.693499587421,209.021544272013,548.693499587421,60.8095718346016,21.9162706959122,60.8095718346016,2,0.44390243902439
1.02222222222222,0.988888888888889,0.982222222222222,0.991111111111111,0.977777777777778,0.988888888888889,35,2,0.92,0.429951690821256,"1x1 struct",354.818266542405,166.616643337372,354.818266542405,56.2721342031687,23.6539947364012,56.2721342031687,2,0.463414634146342
1.02222222222222,0.988888888888889,0.982222222222222,0.991111111111111,0.977777777777778,0.988888888888889,35,2,0.92,0.492753623188406,"1x1 struct",464.685534591195,172.279894064638,464.685534591195,65.5817610062893,22.1669551763056,65.5817610062893,2,0.424390243902439
1.02222222222222,0.988888888888889,0.982222222222222,0.991111111111111,0.977777777777778,0.988888888888889,35,2,0.92,0.478260869565217,"1x1 struct",407.731092436975,185.240745639989,407.731092436975,63.109243697479,27.3488097815282,63.109243697479,2,0.419512195121951
1.47142857142857,0.808730158730158,0.959102871917998,0.979551435958999,0.953021978021978,0.965521978021978,119,3,1.40136054421769,0.975845410628019,"1x1 struct",494.988644402249,195.127969682524,494.988644402249,44.3910793402584,5.27410796986501,44.3910793402584,3,0.429268292682927
1.16363636363636,0.918181818181818,0.9366391184573,0.96831955922865,0.921212121212121,0.96026936026936,36,2,1.05785123966942,0.410628019323672,"1x1 struct",242.476339324477,166.325834322243,242.476339324477,45.3329860206651,27.7624414479465,45.3329860206651,3,0.380487804878049
1,1,1,1,1,1,45,1,0.909090909090909,0.478260869565217,"1x1 struct",568.81869131669,162.727123814993,568.81869131669,69.2408472232331,19.4185224041877,69.2408472232331,1,0.4
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
2.29004329004329,0.564790764790765,0.800059031877214,0.900029515938607,"NaN","NaN",47,5,2.18595041322314,0.963636363636364,"1x1 struct",41.4501642935378,17.630199759509,41.4501642935378,14.8915662650602,3.35501866558513,14.8915662650602,13,0.444444444444444
2.83660130718954,0.501447245564893,0.834656084656085,0.917328042328042,"NaN","NaN",20,7,2.67901234567901,0.809090909090909,"1x1 struct",24.7470604320481,12.2277478905532,24.7470604320481,13.5630298058518,2.94639622576997,13.5630298058518,9,0.435185185185185
1.66666666666667,0.732683982683983,0.853770457112703,0.926885228556352,"NaN","NaN",100,4,1.59090909090909,1,"1x1 struct",88.6684168752671,46.8520949068728,88.6684168752671,18.7496184138226,5.28830641968468,18.7496184138226,9,0.453703703703704
2.26839826839827,0.572727272727273,0.816568280204644,0.908284140102322,"NaN","NaN",50,5,2.16528925619835,0.963636363636364,"1x1 struct",46.3395399780942,18.5307537440701,46.3395399780942,15.5443592552026,3.97036704227912,15.5443592552026,10,0.444444444444444
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.9047619047619,0.682539682539683,0.847619047619048,0.923809523809524,"NaN","NaN",4,4,1.63265306122449,0.363636363636364,"1x1 struct",31.0857142857143,16.7040343002749,31.0857142857143,25.2285714285714,4.41879104345457,25.2285714285714,4,0.481481481481481
1.88319088319088,0.64957264957265,0.794209143555549,0.897104571777775,0.745851207615913,0.869632086625551,109,4,1.81344307270233,1,"1x1 struct",72.5132992070661,28.8930523296108,72.5132992070661,16.7017966475961,3.97014035913884,16.7017966475961,12,0.564814814814815
1.70909090909091,0.706060606060606,0.886868686868687,0.943434343434344,0.835930735930736,0.893614718614719,16,3,1.55371900826446,0.54014598540146,"1x1 struct",61.2041941411739,32.0223144522468,61.2041941411739,25.1107988325586,10.0121191211898,25.1107988325586,5,0.511111111111111
1,1,1,1,"NaN","NaN",0,1,0.5,0.058394160583942,"1x1 struct",77.6315789473684,0,77.6315789473684,88.8157894736842,15.8168622107517,88.8157894736842,1,0.577777777777778
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.46666666666667,0.766666666666667,0.922222222222222,0.961111111111111,"NaN","NaN",3,2,1.22222222222222,0.321167883211679,"1x1 struct",45.5098934550989,25.0791232074775,45.5098934550989,33.4474885844749,9.06798041471941,33.4474885844749,3,0.488888888888889
1,1,1,1,"NaN","NaN",0,1,0.5,0.08029197080292,"1x1 struct",57.5609756097561,0,57.5609756097561,78.7804878048781,30.0089219332828,78.7804878048781,1,0.518518518518519
1.58479532163743,0.746588693957115,0.857175280859492,0.928587640429746,0.804420141262246,0.879881521986785,73,3,1.50138504155125,0.802919708029197,"1x1 struct",164.382066276803,116.905732624514,164.382066276803,26.9473684210526,12.5798187195539,26.9473684210526,7,0.377777777777778
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
2.09090909090909,0.626515151515151,0.831746031746032,0.915873015873016,"NaN","NaN",14,5,1.91666666666667,0.525547445255475,"1x1 struct",37.4848851269649,21.7172405393125,37.4848851269649,19.316807738815,5.68333843796115,19.316807738815,7,0.481481481481481
1,1,1,1,"NaN","NaN",0,1,0.5,0.098484848484849,"1x1 struct",10.0671140939597,0,10.0671140939597,55.0335570469799,16.1353225237199,55.0335570469799,1,0.484615384615385
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,"NaN","NaN",0,1,0.5,0.037878787878788,"1x1 struct",93.75,0,93.75,96.875,4.41941738241592,96.875,1,0.492307692307692
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.20526315789474,0.897368421052632,0.93419501336297,0.967097506681485,"NaN","NaN",132,2,1.145,0.779661016949153,"1x1 struct",242.64182895851,150.739535249904,242.64182895851,32.497883149873,15.1879372702226,32.497883149873,5,0.310344827586207
1.40909090909091,0.795454545454545,0.935353535353535,0.967676767676768,0.916233766233766,0.953571428571429,28,2,1.29166666666667,0.686440677966102,"1x1 struct",40.8602150537635,19.0436004489047,40.8602150537635,20.5044612216884,10.2534095811484,20.5044612216884,3,0.224137931034483
1.4,0.8,0.92,0.96,0.866666666666667,0.866666666666667,2,2,1.12,0.279661016949153,"1x1 struct",40.9275362318841,11.8067474718618,40.9275362318841,39.1884057971015,10.5017976877003,39.1884057971015,2,0.508620689655172
1.37426900584795,0.812865497076023,0.838866396761134,0.919433198380567,0.810841205578048,0.904942133889502,89,2,1.30193905817175,0.711864406779661,"1x1 struct",88.7726071936598,63.0623165702507,88.7726071936598,20.7528957528958,9.49828530376047,20.7528957528958,7,0.318965517241379
