"L","EGlob","CCLosed","ELocClosed","Copen","ELocOpen","Circuit_rank","Dia","Mean_path_length","Coverage","time","mean_deg","var_deg","avg_deg","mean_fragsize","var_fragsize","avg_fragsize","Maximalcliques","label"
1,1,1,1,1,1,6,1,0.8,0.714285714285714,"1x1 struct",262.507903055848,86.6623606032058,262.507903055848,80.2528977871444,26.7357107476594,80.2528977871444,1,0.252427184466019
1,1,1,1,1,1,21,1,0.875,0.619047619047619,"1x1 struct",157.515948963317,54.1784018542448,157.515948963317,46.7603668261563,15.5308569054305,46.7603668261563,1,0.368932038834951
1,1,1,1,1,1,6,1,0.8,0.542857142857143,"1x1 struct",93.4647887323944,42.7762965359124,93.4647887323944,51.2394366197183,23.1779810551416,51.2394366197183,1,0.281553398058252
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,1,1,21,1,0.875,0.638095238095238,"1x1 struct",166.08378170638,61.1423309574243,166.08378170638,47.7709454265949,17.2300206424867,47.7709454265949,1,0.271844660194175
1,1,1,1,1,1,10,1,0.833333333333333,0.742857142857143,"1x1 struct",437.147595356551,5.26580350788608,437.147595356551,90.8457711442786,4.89730178396721,90.8457711442786,1,0.271844660194175
1.0952380952381,0.952380952380952,0.945578231292517,0.972789115646259,0.923809523809524,0.961904761904762,13,2,0.938775510204082,0.523809523809524,"1x1 struct",95.3890489913545,55.0933102470685,95.3890489913545,39.5224372169617,18.7372922155533,39.5224372169617,2,0.320388349514563
1.0952380952381,0.952380952380952,0.945578231292517,0.972789115646259,0.923809523809524,0.961904761904762,13,2,0.938775510204082,0.695238095238095,"1x1 struct",163.173926286933,89.2496422724237,163.173926286933,52.771855010661,27.7436876885145,52.771855010661,2,0.242718446601942
1.11111111111111,0.944444444444444,0.950617283950617,0.975308641975309,0.936507936507937,0.968253968253968,24,2,0.987654320987654,0.923809523809524,"1x1 struct",171.268793546021,131.757318130062,171.268793546021,47.2863953061973,41.9404430010499,47.2863953061973,2,0.194174757281553
1.13333333333333,0.933333333333333,0.928412698412699,0.964206349206349,0.90952380952381,0.954761904761905,30,2,1.02,0.866666666666667,"1x1 struct",171.107099879663,113.074265955117,171.107099879663,42.7436823104693,25.3367331630765,42.7436823104693,3,0.203883495145631
1,1,1,1,1,1,1,1,0.666666666666667,0.771428571428572,"1x1 struct",64.6845061116617,47.6070786883814,64.6845061116617,64.0568219359102,44.0252019453461,64.0568219359102,1,0.155339805825243
1.06666666666667,0.966666666666667,0.96,0.98,0.95,0.975,33,2,0.96,0.895238095238095,"1x1 struct",284.9348392702,203.633038294247,284.9348392702,56.5247610773241,38.7404327494374,56.5247610773241,2,0.223300970873786
1.13333333333333,0.933333333333333,0.928412698412699,0.964206349206349,0.90952380952381,0.954761904761905,30,2,1.02,0.895238095238095,"1x1 struct",195.883381924198,129.007381997511,195.883381924198,46.3673469387755,28.6604300562693,46.3673469387755,3,0.233009708737864
1,1,1,1,1,1,15,1,0.857142857142857,0.923809523809524,"1x1 struct",186.303630363036,121.613392624147,186.303630363036,56.966053748232,42.5208135708856,56.966053748232,1,0.194174757281553
1,1,1,1,1,1,1,1,0.666666666666667,0.771428571428572,"1x1 struct",73.8024446646845,41.7706339453347,73.8024446646845,65.9729104724149,38.7805461699467,65.9729104724149,1,0.194174757281553
1,1,1,1,1,1,10,1,0.833333333333333,0.904761904761905,"1x1 struct",200.559753708368,127.386989838869,200.559753708368,64.5396025748671,41.4132713415223,64.5396025748671,1,0.184466019417476
1.94166666666667,0.653055555555556,0.863027597402598,0.931513798701299,"NaN","NaN",34,5,1.8203125,0.69672131147541,"1x1 struct",65.0717703349282,40.7512610579056,65.0717703349282,21.1662679425837,8.9933296574586,21.1662679425837,6,0.383333333333333
1.66666666666667,0.703703703703704,0.907142857142857,0.953571428571429,"NaN","NaN",8,3,1.48148148148148,0.475409836065574,"1x1 struct",34.2728758169935,29.1419887309832,34.2728758169935,22.0281862745098,10.1214635828754,22.0281862745098,4,0.466666666666667
1,1,1,1,1,1,1,1,0.666666666666667,0.172131147540984,"1x1 struct",36.2068965517241,22.3972087185631,36.2068965517241,49.7126436781609,5.26732838500671,49.7126436781609,1,0.516666666666667
1.25,0.884259259259259,0.904761904761905,0.952380952380952,0.873015873015873,0.936507936507937,20,3,1.11111111111111,0.352459016393443,"1x1 struct",105.66364029399,31.6136552393481,105.66364029399,37.3757025507998,9.58970535284458,37.3757025507998,3,0.45
1.66666666666667,0.703703703703704,0.907142857142857,0.953571428571429,"NaN","NaN",8,3,1.48148148148148,0.475409836065574,"1x1 struct",34.2728758169935,29.1419887309832,34.2728758169935,22.0281862745098,10.1214635828754,22.0281862745098,4,0.45
1.61538461538462,0.743589743589744,0.864468864468864,0.932234432234432,0.823076923076923,0.910164835164835,30,3,1.49112426035503,0.713114754098361,"1x1 struct",79.6855078623035,34.830830012946,79.6855078623035,26.4910043915569,10.3318572274065,26.4910043915569,4,0.366666666666667
1,1,1,1,1,1,3,1,0.75,0.221311475409836,"1x1 struct",51.4240506329114,0.182705781389122,51.4240506329114,47.8639240506329,5.32909262651466,47.8639240506329,1,0.466666666666667
2.02597402597403,0.621500721500721,0.867052392052392,0.933526196026196,0.835815699452063,0.905399524717707,61,5,1.93388429752066,0.655737704918033,"1x1 struct",35.4158998895841,17.1949606237734,35.4158998895841,13.8617960986382,6.25525236690539,13.8617960986382,7,0.391666666666667
1.300395256917,0.862977602108037,0.903105918774246,0.951552959387123,0.889458185433418,0.944729092716709,165,3,1.24385633270321,0.865079365079365,"1x1 struct",212.372558047754,94.901239537362,212.372558047754,29.5467999736894,11.5607087779491,29.5467999736894,8,0.153225806451613
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.2,0.9,0.9,0.95,0.844444444444444,0.922222222222222,7,2,1,0.293650793650794,"1x1 struct",62.4257845631892,22.4960948002583,62.4257845631892,38.2527565733673,14.8803119801007,38.2527565733673,3,0.467741935483871
1.41830065359477,0.806100217864924,0.895861981156099,0.94793099057805,0.878598561931895,0.939299280965948,79,3,1.33950617283951,0.785714285714286,"1x1 struct",68.1813739861233,26.2465799769887,68.1813739861233,20.067428906479,6.32333962207364,20.067428906479,4,0.169354838709677
1.45,0.8,0.875133893883894,0.937566946941947,0.849699259074259,0.924370883745884,60,3,1.359375,0.706349206349206,"1x1 struct",118.702107279693,48.0716898713473,118.702107279693,26.4048531289911,9.19631871882056,26.4048531289911,5,0.185483870967742
1.12121212121212,0.939393939393939,0.959178939083245,0.979589469541622,0.95491759702286,0.97745879851143,182,2,1.0702479338843,0.857142857142857,"1x1 struct",404.559355018071,187.659939931888,404.559355018071,40.6832082290798,16.3788332609571,40.6832082290798,3,0.112903225806452
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.54940711462451,0.771080368906456,0.838409234758003,0.919204617379002,"NaN","NaN",125,4,1.4820415879017,0.849206349206349,"1x1 struct",122.044241037376,70.2408426369501,122.044241037376,21.759933430414,10.5148119800242,21.759933430414,12,0.233870967741935
1,1,1,1,1,1,10,1,0.833333333333333,0.98159509202454,"1x1 struct",414.171974522293,66.5826346402178,414.171974522293,90.6847133757962,15.9504638372166,90.6847133757962,1,0.22360248447205
1.13333333333333,0.933333333333333,0.933333333333333,0.966666666666667,0.9,0.95,8,2,0.944444444444444,0.96319018404908,"1x1 struct",106.516290726817,103.041193850321,106.516290726817,50.2242448225828,48.6586493497119,50.2242448225828,2,0.267080745341615
1.05555555555556,0.972222222222222,0.962962962962963,0.981481481481482,0.952380952380953,0.976190476190476,26,2,0.938271604938272,0.815950920245399,"1x1 struct",321.889033753441,204.366142491595,321.889033753441,63.1609445168767,41.3883137311215,63.1609445168767,2,0.248447204968944
1,1,1,1,1,1,21,1,0.875,0.92638036809816,"1x1 struct",517.969644902635,111.219244972596,517.969644902635,85.1589347079038,20.0886569767289,85.1589347079038,1,0.229813664596273
1.13333333333333,0.933333333333333,0.933333333333333,0.966666666666667,0.9,0.95,8,2,0.944444444444444,0.98159509202454,"1x1 struct",106.377485153628,103.175904409419,106.377485153628,50.2194681125742,48.7885696573393,50.2194681125742,2,0.285714285714286
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.3,0.85,0.94,0.97,"NaN","NaN",3,2,1.04,0.785276073619632,"1x1 struct",113.669849931787,90.0716776423311,113.669849931787,56.2482946793997,43.8136814941435,56.2482946793997,2,0.242236024844721
1.2,0.9,0.92,0.96,0.866666666666667,0.933333333333333,4,2,0.96,0.975460122699387,"1x1 struct",43.8536060279871,51.407009726373,43.8536060279871,40.8826695371367,50.1655436834484,40.8826695371367,2,0.217391304347826
2.1,0.597916666666667,0.813392857142857,0.906696428571429,0.728869047619048,0.808184523809524,24,4,1.96875,0.391025641025641,"1x1 struct",42.5618489583333,20.5738437620749,42.5618489583333,17.8629557291667,5.5853595251847,17.8629557291667,7,0.487012987012987
2.08333333333333,0.639814814814815,0.82962962962963,0.914814814814815,0.703703703703704,0.814814814814815,7,5,1.85185185185185,0.198717948717949,"1x1 struct",42.5153032832499,13.7039806772213,42.5153032832499,25.9692079391579,7.17043010568607,25.9692079391579,5,0.454545454545455
1.76190476190476,0.702380952380952,0.819047619047619,0.90952380952381,"NaN","NaN",4,4,1.51020408163265,0.192307692307692,"1x1 struct",35.9073359073359,20.4951065628449,35.9073359073359,28.2239382239382,8.68216638966629,28.2239382239382,5,0.532467532467532
1.75,0.708333333333333,0.911111111111111,0.955555555555556,0.866666666666667,0.9,10,3,1.55555555555556,0.192307692307692,"1x1 struct",63.2787826586276,15.1523699792264,63.2787826586276,30.6919322423198,8.34987019507884,30.6919322423198,3,0.454545454545455
2.08333333333333,0.639814814814815,0.82962962962963,0.914814814814815,0.703703703703704,0.814814814814815,7,5,1.85185185185185,0.198717948717949,"1x1 struct",42.5153032832499,13.7039806772213,42.5153032832499,25.9692079391579,7.17043010568607,25.9692079391579,5,0.480519480519481
2.20553359683795,0.575625823451911,0.81815648119996,0.90907824059998,"NaN","NaN",52,5,2.10964083175803,0.602564102564103,"1x1 struct",38.9855072463768,19.3164054054206,38.9855072463768,13.8333333333333,3.80216246285445,13.8333333333333,9,0.487012987012987
1.85714285714286,0.684523809523809,0.85,0.925,0.75,0.833333333333333,6,4,1.625,0.192307692307692,"1x1 struct",43.782722513089,20.41728989317,43.782722513089,28.3376963350785,9.56303898304075,28.3376963350785,4,0.487012987012987
2.04444444444444,0.654444444444445,0.846666666666667,0.923333333333334,0.746666666666667,0.84,11,5,1.84,0.198717948717949,"1x1 struct",57.020202020202,25.4617594395152,57.020202020202,27.2222222222222,8.64900525939308,27.2222222222222,5,0.487012987012987
1.17948717948718,0.91025641025641,0.921283844360767,0.960641922180384,0.905982905982906,0.952991452991453,52,2,1.0887573964497,0.908163265306123,"1x1 struct",290.794670951329,180.730654159042,290.794670951329,46.5488384548437,25.5083758891729,46.5488384548437,3,0.197916666666667
1.2,0.9,0.933333333333333,0.966666666666667,0.9,0.95,7,2,1,0.571428571428571,"1x1 struct",61.9141265158964,41.8021227818604,61.9141265158964,39.8721730580138,28.666452228026,39.8721730580138,2,0.541666666666667
1.2,0.9,0.933333333333333,0.966666666666667,0.9,0.95,7,2,1,0.571428571428571,"1x1 struct",47.5517890772128,33.9980484851251,47.5517890772128,35.5696798493409,25.1517810496571,35.5696798493409,2,0.333333333333333
1,1,1,1,1,1,3,1,0.75,0.561224489795918,"1x1 struct",131.325301204819,69.462276544729,131.325301204819,69.0512048192771,31.4040031192316,69.0512048192771,1,0.333333333333333
1.2,0.9,0.933333333333333,0.966666666666667,0.9,0.95,7,2,1,0.602040816326531,"1x1 struct",64.5081714461918,39.4053786368319,64.5081714461918,40.5642923219241,29.2456408835659,40.5642923219241,2,0.270833333333333
1.13888888888889,0.930555555555556,0.925044091710758,0.962522045855379,0.902645502645503,0.951322751322751,23,2,1.01234567901235,0.948979591836735,"1x1 struct",182.861292665214,111.422744403054,182.861292665214,47.6579520697168,28.9268762900472,47.6579520697168,3,0.208333333333333
1,1,1,1,1,1,1,1,0.666666666666667,0.438775510204082,"1x1 struct",46.2715105162524,34.7734865764306,46.2715105162524,55.4493307839388,22.0101315435348,55.4493307839388,1,0.416666666666667
1.63888888888889,0.736111111111111,0.876190476190476,0.938095238095238,0.822222222222222,0.877777777777778,11,3,1.45679012345679,0.806122448979592,"1x1 struct",59.7181252048509,58.8303117421488,59.7181252048509,30.0994209548782,23.6183979571093,30.0994209548782,4,0.21875
1.28676470588235,0.866421568627451,0.951648351648352,0.975824175824176,"NaN","NaN",85,3,1.21107266435986,0.88785046728972,"1x1 struct",276.086216124167,172.034065394911,276.086216124167,36.5883326035129,17.2479370126904,36.5883326035129,4,0.219047619047619
1.17777777777778,0.911111111111111,0.92047619047619,0.960238095238095,0.898571428571429,0.949285714285714,28,2,1.06,0.728971962616822,"1x1 struct",103.284823284823,50.7048211687923,103.284823284823,31.1988911988912,10.4937076780179,31.1988911988912,3,0.352380952380952
1.4,0.8,0.886666666666667,0.943333333333333,"NaN","NaN",2,2,1.12,0.532710280373832,"1x1 struct",23.98891966759,15.755235756688,23.98891966759,31.0249307479224,14.1291210756039,31.0249307479224,3,0.333333333333333
1.16363636363636,0.918181818181818,0.925619834710744,0.962809917355372,0.909090909090909,0.954545454545455,36,2,1.05785123966942,0.757009345794393,"1x1 struct",190.972536934651,94.5064733390959,190.972536934651,38.928668539835,12.4570566789176,38.928668539835,2,0.20952380952381
1.11111111111111,0.944444444444444,0.938271604938272,0.969135802469136,0.920634920634921,0.96031746031746,24,2,0.987654320987654,0.728971962616822,"1x1 struct",111.557711557712,56.6289045071723,111.557711557712,35.0735350735351,15.3075697969388,35.0735350735351,2,0.228571428571429
1.15441176470588,0.925245098039216,0.968627450980392,0.984313725490196,"NaN","NaN",100,3,1.08650519031142,0.878504672897196,"1x1 struct",408.001185360794,231.913832332897,408.001185360794,46.3673630661333,21.3730002568783,46.3673630661333,3,0.285714285714286
1.51515151515152,0.767676767676768,0.827910052910053,0.913955026455026,0.769444444444445,0.88125,26,3,1.38888888888889,0.691588785046729,"1x1 struct",58.042846768337,35.8013559571602,58.042846768337,23.7745098039216,9.54196871538999,23.7745098039216,7,0.476190476190476
1.07575757575758,0.962121212121212,0.962121212121212,0.981060606060606,0.954545454545455,0.977272727272728,50,2,0.986111111111111,0.775700934579439,"1x1 struct",232.839388145316,108.224211922091,232.839388145316,39.1969407265774,12.8843056851914,39.1969407265774,2,0.371428571428571
1.03030303030303,0.984848484848485,0.977272727272727,0.988636363636363,0.972727272727273,0.986363636363636,53,2,0.944444444444444,0.548148148148148,"1x1 struct",236.806301467956,118.935227242184,236.806301467956,43.3494450411744,20.6055578034608,43.3494450411744,2,0.293233082706767
1.46666666666667,0.766666666666667,0.894444444444444,0.947222222222222,0.827777777777778,0.863888888888889,3,2,1.22222222222222,0.385185185185185,"1x1 struct",9.94535519125683,8.63678445986037,9.94535519125683,21.2204007285975,6.75562494169063,21.2204007285975,3,0.458646616541353
1,1,1,1,"NaN","NaN",0,1,0.5,0.051851851851852,"1x1 struct",83.7837837837838,0,83.7837837837838,91.8918918918919,11.4665964516737,91.8918918918919,1,0.496240601503759
1.22222222222222,0.896296296296296,0.933333333333333,0.966666666666667,0.914285714285714,0.957142857142857,27,3,1.1,0.511111111111111,"1x1 struct",108.308823529412,53.2449063389987,108.308823529412,33.578431372549,10.2886047070065,33.578431372549,3,0.338345864661654
1.46666666666667,0.766666666666667,0.894444444444444,0.947222222222222,0.827777777777778,0.863888888888889,3,2,1.22222222222222,0.385185185185185,"1x1 struct",9.94535519125683,8.63678445986037,9.94535519125683,21.2204007285975,6.75562494169063,21.2204007285975,3,0.511278195488722
1,1,1,1,1,1,36,1,0.9,0.57037037037037,"1x1 struct",459.315352697096,124.561636534986,459.315352697096,67.6141078838174,26.5497936029339,67.6141078838174,1,0.406015037593985
1,1,1,1,"NaN","NaN",0,1,0.5,0.059259259259259,"1x1 struct",64.0449438202247,0,64.0449438202247,82.0224719101124,25.4240640426624,82.0224719101124,1,0.593984962406015
2.36363636363636,0.553333333333333,0.84025974025974,0.92012987012987,"NaN","NaN",5,5,2.14876033057851,0.466666666666667,"1x1 struct",17.2236503856041,13.3453443212518,17.2236503856041,15.9499883150269,6.18423049111622,15.9499883150269,7,0.451127819548872
1.27619047619048,0.861904761904762,0.865165205165205,0.932582602582603,0.82960631960632,0.913815505482172,62,2,1.19111111111111,0.656,"1x1 struct",153.974615898464,68.3666876965464,153.974615898464,31.7434869739479,10.4477976142505,31.7434869739479,6,0.32520325203252
1,1,1,1,1,1,3,1,0.75,0.328,"1x1 struct",96.7105263157895,46.263633702245,96.7105263157895,56.5789473684211,17.0148474247527,56.5789473684211,1,0.487804878048781
1.1,0.95,0.94,0.97,0.9,0.95,5,2,0.88,0.384,"1x1 struct",32.6792452830189,19.4016033953677,32.6792452830189,32.5660377358491,12.3448722316806,32.5660377358491,2,0.382113821138211
1.78205128205128,0.67948717948718,0.885470085470086,0.942735042735043,0.843101343101343,0.905067155067155,21,4,1.64497041420118,0.608,"1x1 struct",62.015503875969,48.4781332495674,62.015503875969,22.3443223443223,9.80260942238805,22.3443223443223,5,0.439024390243902
1,1,1,1,1,1,3,1,0.75,0.328,"1x1 struct",115.131578947368,43.8117834978884,115.131578947368,60.2704678362573,14.10263098988,60.2704678362573,1,0.455284552845528
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.57777777777778,0.755555555555555,0.911507936507936,0.955753968253968,0.860238095238095,0.908690476190476,16,3,1.42,0.552,"1x1 struct",56.0779537149817,33.1205354396219,56.0779537149817,25.1644336175396,10.7493807269191,25.1644336175396,4,0.439024390243902
1.91025641025641,0.655982905982906,0.843956043956044,0.921978021978022,0.780769230769231,0.86488603988604,19,4,1.76331360946746,0.632,"1x1 struct",50.2770534550196,31.0256157882547,50.2770534550196,21.2842242503259,9.07628016438639,21.2842242503259,7,0.382113821138211
1.72105263157895,0.726666666666667,0.835466200466201,0.9177331002331,"NaN","NaN",80,5,1.635,0.550295857988166,"1x1 struct",103.135593220339,64.4928822559919,103.135593220339,23.1906779661017,10.3167774217421,23.1906779661017,8,0.347305389221557
1.52380952380952,0.76984126984127,0.9,0.95,0.842857142857143,0.878571428571428,6,3,1.30612244897959,0.218934911242604,"1x1 struct",72.0089285714286,46.348381126375,72.0089285714286,34.6428571428571,10.8971406731854,34.6428571428571,3,0.532934131736527
1,1,1,1,"NaN","NaN",0,1,0.5,0.053254437869823,"1x1 struct",94.3181818181818,0,94.3181818181818,97.1590909090909,4.01765216583266,97.1590909090909,1,0.51497005988024
1.4,0.8,0.905714285714286,0.952857142857143,0.88,0.94,18,2,1.26,0.402366863905325,"1x1 struct",76.7483296213809,52.0063434036945,76.7483296213809,28.4855233853007,8.9564729221872,28.4855233853007,3,0.479041916167665
1.52380952380952,0.76984126984127,0.9,0.95,0.842857142857143,0.878571428571428,6,3,1.30612244897959,0.242603550295858,"1x1 struct",65.3698074974671,42.0751261289078,65.3698074974671,32.7659574468085,10.368849304379,32.7659574468085,3,0.473053892215569
1.91304347826087,0.685111989459816,0.855560410036113,0.927780205018057,0.818393683611075,0.907612677177895,100,4,1.82986767485822,0.621301775147929,"1x1 struct",136.101106251608,101.655564400693,136.101106251608,22.9965268844868,9.60674066932204,22.9965268844868,8,0.347305389221557
1.33333333333333,0.833333333333333,0.888888888888889,0.944444444444445,"NaN","NaN",0,2,0.888888888888889,0.094674556213018,"1x1 struct",43.7275985663082,23.8586942518174,43.7275985663082,55.1971326164875,15.0761482315757,55.1971326164875,2,0.44311377245509
1.95454545454545,0.628787878787879,0.9,0.95,0.851984126984127,0.891765873015873,13,3,1.79166666666667,0.349112426035503,"1x1 struct",37.0682210708117,13.4321358271042,37.0682210708117,20.8009499136442,6.34233197231724,20.8009499136442,5,0.341317365269461
1,1,1,1,1,1,10,1,0.833333333333333,0.63905325443787,"1x1 struct",402.624309392265,7.6023334099572,402.624309392265,85.4857274401473,8.36854923337251,85.4857274401473,1,0.479041916167665
1,1,1,1,"NaN","NaN",0,1,0.5,0.071005917159763,"1x1 struct",82.1292775665399,0,82.1292775665399,91.06463878327,12.6365090174022,91.06463878327,1,0.598802395209581
1,1,1,1,"NaN","NaN",0,1,0.5,0.053254437869823,"1x1 struct",90.7692307692308,0,90.7692307692308,95.3846153846154,6.52713951864505,95.3846153846154,1,0.544910179640719
1,1,1,1,1,1,10,1,0.833333333333333,0.621301775147929,"1x1 struct",404.324970131422,3.36861633935365,404.324970131422,84.778972520908,6.79101916308963,84.778972520908,1,0.473053892215569
1,1,1,1,"NaN","NaN",0,1,0.5,0.071005917159763,"1x1 struct",82.1292775665399,0,82.1292775665399,91.06463878327,12.6365090174022,91.06463878327,1,0.544910179640719
1.23809523809524,0.880952380952381,0.965986394557823,0.982993197278912,"NaN","NaN",10,2,1.06122448979592,0.72189349112426,"1x1 struct",229.48459039424,142.435821306203,229.48459039424,61.822811484766,35.3890347712591,61.822811484766,2,0.365269461077844
1,1,1,1,1,1,1,1,0.666666666666667,0.366863905325444,"1x1 struct",58.6597040905135,27.4494170113984,58.6597040905135,59.1383812010444,34.1071026751046,59.1383812010444,1,0.532934131736527
1,1,1,1,1,1,15,1,0.857142857142857,0.562130177514793,"1x1 struct",380.6162464986,154.86908514255,380.6162464986,79.1932773109244,30.6547195786456,79.1932773109244,1,0.461077844311377
1,1,1,1,1,1,91,1,0.933333333333333,0.987654320987654,"1x1 struct",855.761467889908,177.519824986883,855.761467889908,75.8960244648318,16.5178554218544,75.8960244648318,1,0.25625
1.01098901098901,0.994505494505495,0.990580847723705,0.995290423861852,0.989010989010989,0.994505494505495,77,2,0.938775510204082,0.969135802469136,"1x1 struct",467.724687697468,159.224073054805,467.724687697468,57.0577941962767,16.3194984706366,57.0577941962767,2,0.24375
1.04444444444444,0.977777777777778,0.968888888888889,0.984444444444445,0.961111111111111,0.980555555555555,34,2,0.94,0.950617283950617,"1x1 struct",426.056003796868,263.889733860291,426.056003796868,69.1694352159469,43.7365652208786,69.1694352159469,2,0.3375
1,1,1,1,1,1,136,1,0.944444444444444,0.95679012345679,"1x1 struct",827.283717018816,217.603828197488,827.283717018816,66.674550614948,19.5477782106579,66.674550614948,1,0.16875
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1,1,1,1,1,1,171,1,0.95,0.987654320987654,"1x1 struct",811.68575355016,210.660528631974,811.68575355016,63.1035272560696,16.6782914701864,63.1035272560696,1,0.25
1.03846153846154,0.980769230769231,0.973372781065089,0.986686390532544,0.968531468531469,0.984265734265734,63,2,0.958579881656805,0.950617283950617,"1x1 struct",593.589135117374,314.089805845818,593.589135117374,69.6104559891935,38.3469938901277,69.6104559891935,2,0.28125
1,1,1,1,1,1,1,1,0.666666666666667,0.987654320987654,"1x1 struct",72.6605504587156,54.9806953595258,72.6605504587156,68.1345565749236,55.0337397436364,68.1345565749236,1,0.38125
1.275,0.8625,0.899741404428904,0.949870702214452,0.880088661338661,0.939647505272505,72,2,1.1953125,0.870967741935484,"1x1 struct",150.372023809524,90.2440813036426,150.372023809524,30.0533234126984,16.489852794015,30.0533234126984,6,0.208791208791209
1.32142857142857,0.839285714285714,0.919642857142857,0.959821428571429,0.892857142857143,0.946428571428571,12,2,1.15625,0.612903225806452,"1x1 struct",43.0993314231137,28.0030251236755,43.0993314231137,26.4087870105062,11.1734439009814,26.4087870105062,2,0.285714285714286
1,1,1,1,1,1,1,1,0.666666666666667,0.247311827956989,"1x1 struct",45.0771055753262,21.1626611126446,45.0771055753262,52.4317912218268,7.67672108534445,52.4317912218268,1,0.461538461538462
1.625,0.741421568627451,0.86706365529895,0.933531827649475,0.82019647019647,0.905426109837875,57,3,1.52941176470588,0.806451612903226,"1x1 struct",61.4747307373654,45.6588999048552,61.4747307373654,19.2976865719202,10.6875142572679,19.2976865719202,8,0.208791208791209
1.32142857142857,0.839285714285714,0.919642857142857,0.959821428571429,0.892857142857143,0.946428571428571,12,2,1.15625,0.623655913978495,"1x1 struct",50.5188679245283,28.8777443967906,50.5188679245283,28.7853773584906,13.5576843829691,28.7853773584906,2,0.241758241758242
1.20588235294118,0.897058823529412,0.9110910715582,0.9555455357791,0.896915176326941,0.948375888817066,92,2,1.13494809688581,0.870967741935484,"1x1 struct",214.717553688142,124.52924127887,214.717553688142,34.6813725490196,19.5044280374152,34.6813725490196,5,0.186813186813187
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
1.39285714285714,0.803571428571429,0.901785714285714,0.950892857142857,0.869047619047619,0.93452380952381,10,2,1.21875,0.623655913978495,"1x1 struct",47.233893557423,33.7303514249102,47.233893557423,27.6610644257703,14.5062576683371,27.6610644257703,3,0.373626373626374
1.33333333333333,0.849206349206349,0.923809523809524,0.961904761904762,"NaN","NaN",9,3,1.14285714285714,0.196969696969697,"1x1 struct",105.694980694981,65.0205259012844,105.694980694981,40.4440154440155,10.8331594128444,40.4440154440155,3,0.5
1,1,1,1,1,1,1,1,0.666666666666667,0.106060606060606,"1x1 struct",36.8495077355837,15.8345010537239,36.8495077355837,48.6638537271449,13.7654523016788,48.6638537271449,1,0.461538461538462
1,1,1,1,"NaN","NaN",0,1,0.5,0.045454545454546,"1x1 struct",88.5714285714286,0,88.5714285714286,94.2857142857143,8.08122035641769,94.2857142857143,1,0.561538461538462
1,1,1,1,"NaN","NaN",0,1,0.5,0.060606060606061,"1x1 struct",93.75,0,93.75,96.875,4.41941738241592,96.875,1,0.507692307692308
1,1,1,1,1,1,1,1,0.666666666666667,0.106060606060606,"1x1 struct",91.7018284106892,15.8345010537239,91.7018284106892,66.9479606188467,5.24181298272411,66.9479606188467,1,0.584615384615385
1.57142857142857,0.764880952380952,0.9,0.95,"NaN","NaN",9,4,1.375,0.25,"1x1 struct",73.3695652173913,50.9161572240348,73.3695652173913,30.4951690821256,6.00855164286485,30.4951690821256,4,0.530769230769231
1,1,1,1,"NaN","NaN",0,1,0.5,0.060606060606061,"1x1 struct",93.75,0,93.75,96.875,4.41941738241592,96.875,1,0.507692307692308
1,1,1,1,1,1,1,1,0.666666666666667,0.068181818181818,"1x1 struct",167.272727272727,3.14918328648886,167.272727272727,89.6969696969697,9.33018443535798,89.6969696969697,1,0.5
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
